PaperName,URL,LastEdited,Disciplines,Tags
"Supporting parents of children and young people with anxiety and depressive disorders, an opportunity not to be missed: A scoping review.",https://psyarxiv.com/bnwct/,"Apr 5, 2021",['Psychiatry'],[]
Factors influencing mental health among American youth in the time of the Covid-19 pandemic,https://psyarxiv.com/8npyc/,"Feb 8, 2021","['Psychiatry', 'Social and Behavioral Sciences', 'Health Psychology', 'Mental Health']",[]
The effectiveness of game-based meditation therapy for traumatized adolescents in residential care: a randomized controlled trial (PREPRINT),https://psyarxiv.com/uk5fh/,"Apr 5, 2021",['Psychiatry'],"['Adolescents', 'Intervention', 'Meditation', 'Post-traumatic stress', 'RCT', 'Trauma']"
"The Building Regulation in Dual-Generations Program (BRIDGE): A Mixed-Methods Feasibility Pilot of a Parenting Program for Depressed Mothers of Preschoolers, Matched with Dialectical Behavior Therapy Skills",https://psyarxiv.com/kd2ua/,"Sep 22, 2020","['Psychiatry', 'Social and Behavioral Sciences']",[]
Study-protocol of the COMPARE-Interaction study: The impact of maternal comorbid depression and anxiety disorders in the peripartum period on child development,https://psyarxiv.com/3g6z5/,"Feb 26, 2021","['Social and Behavioral Sciences', 'Clinical Psychology', 'Developmental Psychology', 'Infancy']",[]
The Psychological Impact of COVID-19 Pandemic Lockdowns: A Review and Meta-Analysis of Longitudinal Studies and Natural Experiments,https://psyarxiv.com/pqct5/,"Jan 15, 2021","['Social and Behavioral Sciences', 'Clinical Psychology', 'Trauma and Stress', 'Meta-science', 'Anxiety Disorders', 'Depressive Disorders']","['anxiety', 'COVID-19', 'depression', 'longitudinal', 'mental health', 'Meta-analysis', 'natural experiment']"
Scrutinizing the Clinical Symptoms and treatment Outcomes in a Case of Parasomnia with Sleepwalking Disorder Associated with Nocturnal Violence,https://psyarxiv.com/aq9dg/,"Mar 27, 2021","['Psychiatry', 'Neuroscience', 'Behavioral Neuroscience']","['Biofeedback therapy', 'CPAP', 'NREM parasomnias', 'Obstructive sleep apnea', 'Polysomnography', 'Sleepwalking']"
Examining Risk and Protective Factors for Psychological Health during the COVID-19 Pandemic,https://psyarxiv.com/ys8fn/,"Sep 18, 2020","['Social and Behavioral Sciences', 'Clinical Psychology', 'Psychiatry']","['COVID-19', 'mental health', 'protective factors', 'risk factors']"
Examining Emotional Pain Among Individuals With Chronic Physical Pain: Nomothetic and Idiographic Approaches,https://psyarxiv.com/fuers/,"Jun 29, 2021","['Social and Behavioral Sciences', 'Clinical Psychology', 'Depressive Disorders', 'Assessment', 'Health Psychology']",[]
Minimal mindfulness of the world as an active control for a full mindfulness of mental states intervention: A Registered Report and Pilot study,https://psyarxiv.com/3umz7/,"Jun 21, 2021","['Social and Behavioral Sciences', 'Cognitive Psychology', 'Clinical Psychology', 'Psychotherapy', 'Consciousness']","['Active', 'Buddhism', 'Clinical', 'Cognitive', 'Control', 'Meditation', 'Metacognition', 'Meta-cognition', 'Metacognitive', 'Meta-cognitive', 'Mindfulness', 'Placebo', 'Psychology', 'Satipatthana']"
Objectively-measured digital technology use does not predict within- or between-person increases in psychological distress among young adults,https://psyarxiv.com/ucsh6/,"Jul 5, 2021","['Social and Behavioral Sciences', 'Clinical Psychology']","['anxiety', 'depression', 'digital technology', 'psychological distress', 'screen time', 'smartphones', 'social isolation', 'social media', 'young adults']"
Effects of Brief Interventions on Internalizing Symptoms and Substance Use in Youth: A Systematic Review,https://psyarxiv.com/dbtrk/,"Jul 12, 2021","['Social and Behavioral Sciences', 'Clinical Psychology']","['Brief interventions', 'depression', 'internalizing', 'substance use', 'systematic review', 'youth']"
"Depression, Self-Criticism, and Nonsuicidal Self-Injury: A Prospective Investigation in Young Adults",https://psyarxiv.com/g7x6k/,"Aug 4, 2021","['Social and Behavioral Sciences', 'Quantitative Methods', 'Clinical Psychology', 'Depressive Disorders', 'Emotion']","['depression', 'longitudinal', 'nonsuicidal self-injury', 'NSSI', 'self-criticism', 'self-injury', 'young adult']"
Anticipating Critical Transitions in Psychological Systems using Early Warning Signals: Theoretical and Practical Considerations,https://psyarxiv.com/5wc28/,"Aug 2, 2021","['Social and Behavioral Sciences', 'Quantitative Methods', 'Computational Modeling', 'Psychiatry', 'Clinical Psychology', 'Statistical Methods']","['Critical Slowing Down', 'Dynamical Systems', 'Early Warning Signals', 'Resilience', 'Tipping Points']"
The Role of Ethnic and National Identifications in Perceived Discrimination for Asian Americans: Toward a Better Understanding of the Buffering Effect of Group Identifications on Psychological Distress,https://psyarxiv.com/yrkqf/,"Aug 4, 2021","['Social and Behavioral Sciences', 'Social and Personality Psychology', 'Intergroup Processes']","['anxiety', 'bicultural identity', 'depression', 'ethnic identity', 'national identity', 'Schedule of Racist Events']"
Commentary: Real-world implications of apathy among older adults: Independent associations with activities of daily living and quality of life.,https://psyarxiv.com/hdr4w/,"May 7, 2019","['Social and Behavioral Sciences', 'Cognitive Psychology', 'Judgment and Decision Making', 'Neuroscience', 'Other Neuroscience and Neurobiology', 'Health Psychology', 'Stress', 'Developmental Neuroscience', 'Clinical Psychology', 'Mental Disorders']",[]
Trajectories for mood states during a multi-session neurofeedback training intervention in major depressive disorder,https://psyarxiv.com/2msqp/,"Feb 15, 2021","['Neuroscience', 'Psychiatry', 'Life Sciences', 'Clinical Neuroscience']","['depression', 'exploratory report', 'fMRI', 'majordepressive disorder', 'mood ratings', 'neurofeedback', 'patients', 'Profile of Mood States']"
Cognitive skills and decision-making are related to distinct facets of trait mindfulness,https://psyarxiv.com/v8pdz/,"Jul 18, 2020","['Social and Behavioral Sciences', 'Cognitive Psychology', 'Attention']","['decision-making', 'mindfulness', 'problem solving']"
The Strengths and Difficulties Questionnaire predicts mental health difficulties in a transdiagnostic sample of struggling learners,https://psyarxiv.com/wpj8y/,"Jun 9, 2020","['Social and Behavioral Sciences', 'Clinical Psychology', 'Educational Psychology', 'Learner', 'School Psychology', 'Mental Disorders', 'Testing']","['learning difficulties', 'mental health', 'school children', 'screening', 'special educational needs', 'Strengths and Difficulties Questionnaire', 'transdiagnostic']"
"Mindfulness-based cognitive therapy reduces clinical symptoms, but do not change frontal alpha asymmetry in people with major depression disorder",https://psyarxiv.com/4bzgs/,"Jul 17, 2019","['Neuroscience', 'Clinical Neuroscience', 'Psychiatry']",[]
Improving mental health and wellbeing among sexual and gender minorities using digital interventions: a systematic review,https://psyarxiv.com/9wu42/,"Sep 21, 2020","['Meta-science', 'Social and Behavioral Sciences', 'Psychiatry']","['eHealth', 'Evidence-based Mental Health', 'Gender Minorities', 'LGBTQ+', 'Mental Health', 'mHealth', 'Psychological wellbeing', 'Sexual Minorities', 'Systematic Review', 'Telemedicine']"
Mental health burden after stroke: A propensity-score matched analysis of two population-based cohort studies,https://psyarxiv.com/j9atq/,"Apr 12, 2021","['Social and Behavioral Sciences', 'Health Psychology', 'Illness']",[]
"A Systematic Review of the Evidence on Inflammation in Depressive Illness and Symptoms, in Chronic and End Stage Kidney Disease",https://psyarxiv.com/v42mn/,"Mar 16, 2021","['Life Sciences', 'Psychiatry']",[]
Effects of transcranial direct current stimulation for treating depression: A modeling study,https://psyarxiv.com/erwvu/,"Jul 2, 2018","['Neuroscience', 'Computational Neuroscience']","['computational modeling', 'depression', 'dorsolateral prefrontal cortex', 'medial prefrontal cortex', 'transcranial direct current stimulation']"
Timing in psychiatry: exploring resonance in biological systems for treatment of mental disorders.,https://psyarxiv.com/84ndb/,"Sep 21, 2020","['Neuroscience', 'Behavioral Neuroscience', 'Clinical Neuroscience', 'Psychiatry', 'Computational Neuroscience']","['Affective disorders', 'Bipolar Disorder', 'Depression', 'Ecological Momentary Assessment', 'Mood Disorders', 'Oberth effect', 'Resonance', 'Spectral estimation']"
Sensitivity to being betrayed and betraying others in Obsessive Compulsive Disorder,https://psyarxiv.com/nyxbu/,"Sep 20, 2020","['Social and Behavioral Sciences', 'Clinical Psychology', 'Obsessive-compulsive and Related Disorders']",[]
The Dual-System Hypothesis of Bipolar Spectrum Disorders: A Meta-Analysis,https://psyarxiv.com/ja6wd/,"Oct 19, 2020","['Social and Behavioral Sciences', 'Psychiatry', 'Clinical Psychology', 'Bipolar and Related Disorders']",[]
"Early life adversity, dispositional mindfulness, and longitudinal stress experience during the COVID-19 pandemic",https://psyarxiv.com/5kt6z/,"Oct 9, 2020","['Social and Behavioral Sciences', 'Clinical Psychology', 'Psychiatry']","['anxiety', 'Covid-19', 'depression', 'early life stress', 'longitudinal data', 'mental health']"
Improving mental health and wellbeing among sexual and gender minorities using digital interventions: a systematic review,https://psyarxiv.com/9wu42/,"Sep 21, 2020","['Meta-science', 'Social and Behavioral Sciences', 'Psychiatry']","['eHealth', 'Evidence-based Mental Health', 'Gender Minorities', 'LGBTQ+', 'Mental Health', 'mHealth', 'Psychological wellbeing', 'Sexual Minorities', 'Systematic Review', 'Telemedicine']"
"Mindfulness-based cognitive therapy reduces clinical symptoms, but do not change frontal alpha asymmetry in people with major depression disorder",https://psyarxiv.com/4bzgs/,"Jul 17, 2019","['Neuroscience', 'Clinical Neuroscience', 'Psychiatry']",[]
Cognitive skills and decision-making are related to distinct facets of trait mindfulness,https://psyarxiv.com/v8pdz/,"Jul 18, 2020","['Social and Behavioral Sciences', 'Cognitive Psychology', 'Attention']","['decision-making', 'mindfulness', 'problem solving']"
The Strengths and Difficulties Questionnaire predicts mental health difficulties in a transdiagnostic sample of struggling learners,https://psyarxiv.com/wpj8y/,"Jun 9, 2020","['Social and Behavioral Sciences', 'Clinical Psychology', 'Educational Psychology', 'Learner', 'School Psychology', 'Mental Disorders', 'Testing']","['learning difficulties', 'mental health', 'school children', 'screening', 'special educational needs', 'Strengths and Difficulties Questionnaire', 'transdiagnostic']"
Effects of transcranial direct current stimulation for treating depression: A modeling study,https://psyarxiv.com/erwvu/,"Jul 2, 2018","['Neuroscience', 'Computational Neuroscience']",[]
"A Systematic Review of the Evidence on Inflammation in Depressive Illness and Symptoms, in Chronic and End Stage Kidney Disease",https://psyarxiv.com/v42mn/,"Mar 16, 2021","['Life Sciences', 'Psychiatry']",[]
Trajectories for mood states during a multi-session neurofeedback training intervention in major depressive disorder,https://psyarxiv.com/2msqp/,"Feb 15, 2021","['Neuroscience', 'Psychiatry', 'Life Sciences', 'Clinical Neuroscience']","['depression', 'exploratory report', 'fMRI', 'majordepressive disorder', 'mood ratings', 'neurofeedback', 'patients', 'Profile of Mood States']"
Testing a Self-Affirmation Intervention for Improving the Psychosocial Health of Black and White Medical Students,https://psyarxiv.com/w9cbv/,"May 17, 2021","['Social and Behavioral Sciences', 'Social and Personality Psychology', 'Well-being', 'Achievement and Status', 'Interventions']",[]
Psychometric properties of the Beck Anxiety Inventory and Snaith-Hamilton Pleasure Scale in Spanish-speaking countries during the COVID-19 pandemic,https://psyarxiv.com/r3cpt/,"May 13, 2021","['Social and Behavioral Sciences', 'Quantitative Methods', 'Psychometrics']",[]
"Mental Health and Music Engagement: Review, Framework, and Guidelines for Future Studies",https://psyarxiv.com/erv9c/,"Jun 7, 2021","['Social and Behavioral Sciences', 'Clinical Psychology', 'Psychiatry']","['genetics', 'mood and anxiety disorders', 'music engagement', 'scoping review', 'substance use disorders', 'thought disorders']"
Measuring the Role of Social Rejection Sensitivity in Depressive Symptoms in the Digital Age: The Online and Offline Social Sensitivity Scale,https://psyarxiv.com/m95dh/,"Jun 9, 2021","['Social and Behavioral Sciences', 'Emotion', 'Clinical Psychology', 'Depressive Disorders']","['Adolescence', 'Depression', 'Digital Age', 'Rumination', 'Social Rejection Sensitivity']"
Objectively measured physical activity and symptoms of psychopathology in general population adolescents from the SIGMA cohort,https://psyarxiv.com/43fcx/,"Jun 18, 2021","['Social and Behavioral Sciences', 'Health Psychology', 'Health-related Behavior', 'Neuroscience', 'Behavioral Neuroscience', 'Psychiatry', 'Prevention', 'Mental Health']",[]
Common cause vs dynamic mutualism: an empirical comparison of two theories of psychopathology in two large longitudinal cohorts,https://psyarxiv.com/a6ght/,"Jul 10, 2021","['Social and Behavioral Sciences', 'Developmental Psychology', 'Adolescence', 'Clinical Psychology', 'Theory and Philosophy of Science', 'Early Childhood', 'Middle Adulthood', 'Old Age', 'Psychiatry']","['common cause', 'comorbidity', 'depression', 'longitudinal modeling', 'mutualism', 'ontology', 'open science', 'p factor', 'p-factor', 'theory']"
