PaperName,URL,LastEdited,Categories,Source
pre: An R Package for Fitting Prediction Rule Ensembles,http://arxiv.org/abs/1707.07149,"Sep 6, 2017",['Statistics and Probability'],arXiv
The Enduring Impact of the American Dust Bowl: Short- and Long-Run Adjustments to Environmental Catastrophe,http://dash.harvard.edu/bitstream/handle/1/11303325/hornbeck_dustbowl.pdf,"Jul 17, 2014",[],RePEc
Rare Disasters and Asset Markets in the Twentieth Century,http://dash.harvard.edu/bitstream/handle/1/3208215/Barro_RareDisasters.pdf,"Feb 11, 2016",[],RePEc
Understanding Fathering: The Early Head Start Study of Fathers of Newborns.,http://mathematica-mpr.com/publications/pdfs/ehsnewborns.pdf,"Oct 27, 2016",[],RePEc
"Evidence of Trends, Risk Factors, and Intervention Strategies.",http://mchb.hrsa.gov/healthystart/evaluation/benchmarkreport/,"Oct 27, 2016",[],RePEc
Implementing Telemedicine Services for Low-Income Seniors: Potential Strategies.,http://mathematica-mpr.com/publications/pdfs/implementingtel.pdf,"Oct 27, 2016",[],RePEc
Long term impacts of compensatory preschool on health and behavior: evidence from Head Start,http://cemmap.ifs.org.uk/wps/cwp0112.pdf,"Oct 22, 2015",[],RePEc
A Working Model of Slump and Recovery from Disturbances to Capital-Goods Demand in a Closed Non-Monetary Economy,http://www.imf.org/external/pubs/cat/longres.aspx?sk=29200,"Mar 3, 2016",[],RePEc
Credit Risk and Disaster Risk,http://www.nber.org/papers/w17026.pdf,"Jan 22, 2015",[],RePEc
Baby Busts and Baby Booms: The Fertility Response to Shocks in Dynastic Models,http://www.nber.org/papers/w16596.pdf,"Aug 28, 2014",[],RePEc
"The General Theory of Employment, Interest, and Money After 75 Years: The Importance of Being in the Right Place at the Right Time",http://www.nber.org/papers/w16631.pdf,"Sep 18, 2014",[],RePEc
Over The Cliff: From the Subprime to the Global Financial Crisis,http://www.nber.org/papers/w16609.pdf,"Sep 4, 2014",[],RePEc
Overconfidence and Early-life Experiences: The Impact of Managerial Traits on Corporate Financial Policies,http://www.nber.org/papers/w15659.pdf,"Aug 28, 2014",[],RePEc
Learning the Wealth of Nations,http://www.nber.org/papers/w14595.pdf,"Apr 3, 2014",[],RePEc
"On the Costs of Inward-Looking Development: Historical Perspectives on Price Distortions, Growth, and Divergence in Latin American from 1930s - 1980s",http://www.nber.org/papers/w5432.pdf,"Mar 16, 2017",[],RePEc
"On the Costs of Inward-Looking Development: Historical Perspectives on Price Distortions, Growth, and Divergence in Latin American from 1930s - 1980s",http://www.nber.org/papers/w5432.pdf,"Mar 16, 2017",[],RePEc
Credit Risk and Disaster Risk,http://www.nber.org/papers/w17026.pdf,"Jan 22, 2015",[],RePEc
Baby Busts and Baby Booms: The Fertility Response to Shocks in Dynastic Models,http://www.nber.org/papers/w16596.pdf,"Aug 28, 2014",[],RePEc
"The General Theory of Employment, Interest, and Money After 75 Years: The Importance of Being in the Right Place at the Right Time",http://www.nber.org/papers/w16631.pdf,"Sep 18, 2014",[],RePEc
Over The Cliff: From the Subprime to the Global Financial Crisis,http://www.nber.org/papers/w16609.pdf,"Sep 4, 2014",[],RePEc
Explorations in Monetary History: A Survey of the Literature,http://www.nber.org/papers/w1821.pdf,"Mar 16, 2017",[],RePEc
On the origins of the Triffin dilemma: Empirical business cycle analysis and imperfect competition theory,http://www.nbb.be/doc/oc/repec/reswpp/wp240en.pdf,"May 7, 2015",[],RePEc
Overconfidence and Early-life Experiences: The Impact of Managerial Traits on Corporate Financial Policies,http://www.nber.org/papers/w15659.pdf,"Aug 28, 2014",[],RePEc
Learning the Wealth of Nations,http://www.nber.org/papers/w14595.pdf,"Apr 3, 2014",[],RePEc
Medicaid Policy Changes in Mental Health Care and Their Effect on Mental Health Outcomes,http://www.nber.org/papers/w12232.pdf,"Mar 16, 2017",[],RePEc
Hysteresis and the European Unemployment Problem,http://www.nber.org/papers/w1950.pdf,"Mar 16, 2017",[],RePEc
Economic Events and Keynesian Ideas: The 1930s and the 1970s,http://www.nber.org/papers/w1987.pdf,"Mar 16, 2017",[],RePEc
Rare Disasters and Asset Markets in the Twentieth Century,http://dash.harvard.edu/bitstream/handle/1/3208215/Barro_RareDisasters.pdf,"Feb 11, 2016",[],RePEc
The Enduring Impact of the American Dust Bowl: Short- and Long-Run Adjustments to Environmental Catastrophe,http://dash.harvard.edu/bitstream/handle/1/11303325/hornbeck_dustbowl.pdf,"Jul 17, 2014",[],RePEc
Effective exchange rates of the Bulgarian Lev 1879-1939,http://servizi.sme.unito.it/icer_repec/RePEc/icr/wp2009/ICERwp04-09.pdf,"Nov 6, 2014",[],RePEc
Long term impacts of compensatory preschool on health and behavior: evidence from Head Start,http://cemmap.ifs.org.uk/wps/cwp0112.pdf,"Oct 22, 2015",[],RePEc
"""The Return of Big Government--Policy Advice for President Obama""",http://www.levyinstitute.org/pubs/ppb_99.pdf,"Jul 17, 2014",[],RePEc
A Working Model of Slump and Recovery from Disturbances to Capital-Goods Demand in a Closed Non-Monetary Economy,http://www.imf.org/external/pubs/cat/longres.aspx?sk=29200,"Mar 3, 2016",[],RePEc
"Evidence of Trends, Risk Factors, and Intervention Strategies.",http://mchb.hrsa.gov/healthystart/evaluation/benchmarkreport/,"Oct 27, 2016",[],RePEc
Implementing Telemedicine Services for Low-Income Seniors: Potential Strategies.,http://mathematica-mpr.com/publications/pdfs/implementingtel.pdf,"Oct 27, 2016",[],RePEc
Understanding Fathering: The Early Head Start Study of Fathers of Newborns.,http://mathematica-mpr.com/publications/pdfs/ehsnewborns.pdf,"Oct 27, 2016",[],RePEc
"occupational stress among employees in shri amman steel and alied industries (pvt) limited, trichy",http://mpra.ub.uni-muenchen.de/39846/1/MPRA_paper_39846.pdf,"Oct 29, 2015",[],RePEc
Institutional requirements for full employment in advanced economies,http://mpra.ub.uni-muenchen.de/54990/1/MPRA_paper_54990.pdf,"Aug 20, 2015",[],RePEc
Socio-economic factors of transformation in single-industry towns (based on the data from the saratov and rostov regions),,"Feb 11, 2016",[],RePEc
"""Shooting"" the CAPM",http://economicdynamics.org/meetpapers/2013/paper_905.pdf,"Jul 21, 2016",[],RePEc
"Debt, Deleveraging and the Liquidity Trap",http://economicdynamics.org/meetpapers/2011/paper_1166.pdf,"Jul 21, 2016",[],RePEc
The U-Shape without Controls,http://www2.warwick.ac.uk/fac/soc/economics/research/workingpapers/2009/twerp_896.pdf,"Feb 18, 2016",[],RePEc
The Great Banks` Depression - Deposit Withdrawals in the German Crisis of 1931,http://www.sfb504.uni-mannheim.de/publications/dp03-11.pdf,"Nov 24, 2016",[],RePEc
The 2008 Financial Crisis and Taxation Policy,http://dipot.ulb.ac.be/dspace/bitstream/2013/54002/1/RePEc_sol_wpaper_10-006.pdf,"Nov 20, 2014",[],RePEc
A History of Housing Prices in Australia 1880-2010,http://research.economics.unsw.edu.au/RePEc/papers/2010-18.pdf,"Aug 7, 2014",[],RePEc
Health of Canadians Living in Census Metropolitan Areas,http://www5.statcan.gc.ca/olc-cel/olc.action?ObjId=89-613-M2004002&ObjType=46&lang=en&limit=0,"Jun 12, 2014",[],RePEc
Technology and the Stock Market: 1885-1998,http://www.accessecon.com/pubs/VUECON/vu00-w42.pdf,"Nov 3, 2016",[],RePEc
Re-Examining the Role of Sticky Wages in the U.S. Great Contraction: A Multi-sector Approach,http://economics.uwo.ca/epri/workingpapers_docs/wp2012/Amaral_MacGee_05.pdf,"Aug 1, 2013",[],RePEc
Eye on Economics: A Conceptual Analysis of Farm Subsidies,http://www.zwickcenter.uconn.edu/documents/issuepapers/ip53.pdf,"Jun 5, 2014",[],RePEc
Longitudinal associations between schematic attachment representations in late adolescence and depressive symptoms in adulthood in normative- and high-risk cohorts: A preregistration protocol,https://psyarxiv.com/954zb/,"Sep 19, 2020","['Social and Behavioral Sciences', 'Psychology', 'Child Psychology', 'Clinical Psychology', 'Developmental Psychology']",PsyArXiv
Prescribing measures: Unintended negative consequences of mandating standardized mental health measurement,https://psyarxiv.com/kfj5z/,"Oct 26, 2020","['Medicine and Health Sciences', 'Medical Specialties', 'Psychiatry']",PsyArXiv
Secondary peak on asymmetric magnetization loop of type-II superconductors,http://arxiv.org/abs/1205.3884,"Jan 29, 2013",[],arXiv
Reduction of mean-square advection in turbulent passive scalar mixing,http://arxiv.org/abs/1107.0791,"Jul 23, 2012","['Fluid Dynamics', 'Physics']",arXiv
Development of A Modified Quasi-periodic Undulator for HLS,http://arxiv.org/abs/1308.5025,"Aug 26, 2013",['Physics'],arXiv
"Crystallization of ion clouds in octupole traps: structural transitions, core melting, and scaling laws",http://dx.doi.org/10.1103/PHYSREVA.80.063401,"May 14, 2015",['Physics'],arXiv
Instability of attractors in autoassociative networks with bioinspired fast synaptic noise,http://arxiv.org/abs/q-bio/0604021,"May 23, 2007",['Biology'],arXiv
An optical fiber-taper probe for wafer-scale microphotonic device characterization,http://arxiv.org/abs/physics/0702079,"Nov 13, 2009","['Physics', 'Optics']",arXiv
Presynaptic calcium dynamics of learning neurons,http://arxiv.org/abs/physics/0203014,"May 23, 2007","['Physics', 'Biology']",arXiv
Money Still Talks - Is Anyone Listening?,http://www.cdhowe.org/pdf/e-brief_133.pdf,"Feb 25, 2016",[],RePEc
Budget and Economic Outlook: Fiscal Years 2011 to 2021,http://www.cbo.gov/sites/default/files/112th-congress-2011-2012/reports/01-26fy2011outlook.pdf,"Feb 9, 2017",[],RePEc
Budget and Economic Outlook: Fiscal Years 2011 to 2021,http://www.cbo.gov/sites/default/files/112th-congress-2011-2012/reports/01-26_fy2011outlook.pdf,"Nov 12, 2015",[],RePEc
The Regulation and Supervision of the Belgian Financial System (1830 - 2005),http://www.bankofgreece.gr/BogEkdoseis/Paper200877.pdf,"Dec 26, 2013",[],RePEc
Reexamining the Term Structure of Interest Rates and the Interwar Demand for Money,http://fmwww.bc.edu/EC-P/wp384.pdf,"Jun 16, 2016",[],RePEc
Learning the Wealth of Nations,http://www.cepr.org/active/publications/discussion_papers/dp.php?dpno=8030,"Dec 4, 2014",[],RePEc
China's Housing Market: Is a Buggle about to Burst?,http://fic.wharton.upenn.edu/fic/papers/13/13-05.pdf,"Sep 22, 2016",[],RePEc
Negative interest rates: why and how?,http://arxiv.org/pdf/1601.02246,"Jan 14, 2016",[],RePEc
The economics of grief,http://www.ifau.se/Upload/pdf/se/2012/wp12-23-The-economics-of-grief.pdf,"Nov 17, 2016",[],RePEc
Latvia’s Recession: The Cost of Adjustment With An “Internal Devaluation”,http://www.cepr.net/documents/publications/latvia-recession-2010-02.pdf,"Oct 24, 2013",[],RePEc
"The great financial crisis in Finland and Sweden - The dynamics of boom, bust and recovery, 1985-2000",http://ec.europa.eu/economy_finance/publications/pages/publication13551_en.pdf,"Feb 2, 2017",[],RePEc
Some economic historic perspectives on the 2009 world trade collapse,http://repub.eur.nl/pub/18717/wp476.pdf,"Mar 9, 2017",[],RePEc
Should Developing Countries Fear Secular Stagnation?,http://www.ocppc.ma/sites/default/files/OCPPC-PP1610_0.pdf,"Aug 18, 2016",[],RePEc
Health Perceptions in Latin America,http://www.iadb.org/research/pub_hits.cfm?pub_id=36610061,"Jan 28, 2016",[],RePEc
"Bank Distress During the Great Contraction, 1929 to 1933, New Data from the Archives of the Board of Governors",http://www.nber.org/papers/w12590.pdf,"Apr 3, 2014",[],RePEc
Intensified Regulatory Scrutiny and Bank Distress in New York City During the Great Depression,http://www.nber.org/papers/w14120.pdf,"Mar 6, 2014",[],RePEc
"Fetters of Debt, Deposit, or Gold during the Great Depression? The International Propagation of the Banking Crisis of 1931",http://www.nber.org/papers/w12983.pdf,"Apr 3, 2014",[],RePEc
Intergenerational Risk Sharing,http://www.nber.org/papers/w1730.pdf,"Mar 16, 2017",[],RePEc
A Fiscal Union for the Euro: Some Lessons from History,http://www.nber.org/papers/w17380.pdf,"May 21, 2015",[],RePEc
International Capital Mobility in History: The Saving-Investment Relationship,http://www.nber.org/papers/w5743.pdf,"Mar 16, 2017",[],RePEc
The international contagion of short-run interest rates during the Great Depression,http://cahiersdugretha.u-bordeaux4.fr/2015/2015-11.pdf,"May 7, 2015",[],RePEc
The Second Great Contraction,http://mpra.ub.uni-muenchen.de/21485/1/MPRA_paper_21485.pdf,"Aug 20, 2015",[],RePEc
The French labour market and the (not so) great recession,,"Sep 22, 2016",[],RePEc
The French labour market and the (not so) great recession,,"Sep 17, 2015",[],RePEc
Well-being across America,http://ftp.iza.org/dp4600.pdf,"May 15, 2014",[],RePEc
Antidepressants and Age,http://ftp.iza.org/dp5785.pdf,"Mar 5, 2015",[],RePEc
A Model of Secular Stagnation,http://www.imes.boj.or.jp/research/papers/english/15-E-09.pdf,"Jul 30, 2015",[],RePEc
"A survey of the Great Depression as recorded in the International Labour Review, 1931-1939",http://www.ilo.org/public/libdoc/ilo/2009/109B09_201_engl.pdf,"Nov 20, 2014",[],RePEc
Monetary policy and asset prices: the investment channel,http://www3.eeg.uminho.pt/economia/nipe/docs/2005/NIPE_WP_3_2005.PDF,"Sep 22, 2016",[],RePEc
Central Banks as Lenders of Last Resort - Trendy or Passe?,http://economics.uwo.ca/epri/workingpapers_docs/wp2004/Laidler08.pdf,"Aug 1, 2013",[],RePEc
Keynesian Models of Deflation and Depression Revisited: Inside Debt and Price Flexibility,http://www.peri.umass.edu/fileadmin/pdf/working_papers/working_papers_151-200/WP169.pdf,"Sep 26, 2013",[],RePEc
Sincere Social Capital with Material Status Sensitivity: Index and an Inverted U-Shaped Utility-Wealth Theory,http://www.uow.edu.au/content/groups/public/@web/@commerce/@econ/documents/doc/uow012240.pdf,"Nov 17, 2016",[],RePEc
"Heterodox Central Bankers: Eccles, Prebisch and Financial Reform in 1930s",http://economics.utah.edu/research/publications/2012_04.pdf,"Feb 9, 2017",[],RePEc
Alternative Public Spending Rules and Output Volatility,http://econwpa.repec.org/eps/mac/papers/0211/0211005.pdf,"May 21, 2015",[],RePEc
Toxische Wissenschaft? Zur Verantwortung der Ökonomen für die gegenwärtige Krise,http://www.econstor.eu/bitstream/10419/41345/1/637037227.pdf,"Dec 22, 2016",[],RePEc
The Role of Housing Tax Provisions in the 2008 Financial Crisis,http://ec.europa.eu/taxation_customs/resources/documents/taxation/gen_info/economic_analysis/tax_papers/taxation_paper_27_en.pdf,"Nov 27, 2014",[],RePEc
"Do narcissists benefit from materialistic pursuits? Examining the relation between narcissistic tendencies, extrinsic values, and well-being",https://psyarxiv.com/8tpq4/,"Nov 17, 2019","['Social and Behavioral Sciences', 'Psychology', 'Social Psychology', 'Personality and Social Contexts']",PsyArXiv
Perspectives on targeting cardio-vascular diseases through reorientation of activities,https://psyarxiv.com/3mc8b/,"Oct 29, 2020","['Social and Behavioral Sciences', 'Psychology', 'Health Psychology', 'Personality and Social Contexts']",PsyArXiv
"Crystallization of ion clouds in octupole traps: structural transitions, core melting, and scaling laws",http://dx.doi.org/10.1103/PHYSREVA.80.063401,"May 14, 2015",['Physics'],arXiv
Reduction of mean-square advection in turbulent passive scalar mixing,http://arxiv.org/abs/1107.0791,"Jul 23, 2012","['Fluid Dynamics', 'Physics']",arXiv
Secondary peak on asymmetric magnetization loop of type-II superconductors,http://arxiv.org/abs/1205.3884,"Jan 29, 2013",[],arXiv
Development of A Modified Quasi-periodic Undulator for HLS,http://arxiv.org/abs/1308.5025,"Aug 26, 2013",['Physics'],arXiv
The French labour market and the (not so) great recession,,"Sep 22, 2016",[],RePEc
"Going for the Juglar: Keynes, Schumpeter and the Theoretical Crisis of Economics",http://mpra.ub.uni-muenchen.de/65383/1/MPRA_paper_64809.pdf,"Oct 29, 2015",[],RePEc
The Second Great Contraction,http://mpra.ub.uni-muenchen.de/21485/1/MPRA_paper_21485.pdf,"Aug 20, 2015",[],RePEc
Health related quality of life assessment in patients with hepatitis: a case of Pakistan,http://mpra.ub.uni-muenchen.de/30770/1/MPRA_paper_30770.pdf,"Aug 20, 2015",[],RePEc
Health Perceptions in Latin America,http://www.iadb.org/research/pub_hits.cfm?pub_id=36610061,"Jan 28, 2016",[],RePEc
The French labour market and the (not so) great recession,,"Sep 17, 2015",[],RePEc
The economics of grief,http://www.ifau.se/Upload/pdf/se/2012/wp12-23-The-economics-of-grief.pdf,"Nov 17, 2016",[],RePEc
